geoid;gini
36081007100;0,4521
36081007300;0,4584
36081007500;0,4512
36081007700;0,4303
36081007900;0,5332
36081008100;0,4737
36081008300;0,4564
36081008500;0,4587
36081008600;0,417
36081008700;0,4756
36081008800;0,3434
36081009100;0,4877
36081009400;0,4719
36081009500;0,4042
36081009600;0,3955
36081009700;0,4042
36081009800;0,4219
36081010000;0,4574
36081010100;0,4989
36081010200;0,4175
36081010300;0,4011
36081010400;0,4362
36081010500;0,4778
36081010600;0,4242
36081010800;0,3612
36081011000;0,3802
36081011100;0,4209
36081011200;0,4196
36081011300;0,3828
36081011400;0,4249
36081011500;0,4172
36081011600;0,4342
36081011700;0,4149
36081011800;0,3908
36081011900;0,4342
36081012000;0,5829
36081012100;0,479
36081012200;0,4778
36081012301;0,4439
36081012400;0,3529
36081012500;0,3857
36081012601;0,384
36081012602;0,3925
36081012800;0,4476
36081013000;0,4031
36081013200;0,3947
36081013400;0,4164
36081013500;0,4365
36081013600;0,4567
36081013700;0,4479
36081013800;0,4435
36081014000;0,4492
36081014100;0,3879
36081014201;0,3849
36081014202;0,4197
36081014300;0,4128
36081014400;0,4483
36081014500;0,4099
36081014700;0,4096
36081014800;0,4083
36081014900;0,3903
36081015000;0,3932
36081015100;0,4347
36081015200;0,4186
36081015300;0,5099
36081015400;0,4673
36081015500;0,4158
36081015600;0,4474
36081015700;0,3905
36081015801;0,3895
36081015802;0,4219
36081015900;0,3896
36081016100;0,3978
36081016300;0,56
36081016400;0,3694
36081016600;0,3868
36081016800;0,4666
36081016900;0,4355
36081017000;0,4041
36081017200;0,3767
36081017400;0,4357
36081017600;0,4386
36081017800;0,4769
36081017900;0,3701
36081018000;0,3764
36081018101;0,4062
36081018102;0,4146
36081018200;0,3705
36081018300;0,4673
36081018401;0,5125
36081018402;0,3779
36081018501;0,4444
36081018502;0,3652
36081018600;0,3902
36081018700;0,4033
36081018800;0,3926
36081018900;0,3553
36081019000;0,3421
36081019200;0,3435
36081019400;0,4881
36081019600;0,4104
36081019800;0,4543
36081019900;0,4302
36081020200;0,4518
36081020400;0,4693
36081020500;0,4009
36081020600;0,3541
36081020800;0,371
36081021200;0,4458
36081021400;0,4501
36081021600;0,4026
36081022001;0,3805
36081022002;0,4434
36081023000;0,3784
36081023200;0,3831
36081023500;0,3636
36081023600;0,4262
36081023800;0,3951
36081024000;0,4508
36081024300;0,3759
36081024500;0,3825
36081024700;0,4066
36081024900;0,3867
36081025100;0,381
36081025301;0,3982
36081025302;0,3867
36081025400;0,495
36081025500;0,4451
36081025700;0,5082
36081025800;0,3947
36081025900;0,4752
36081026000;0,4383
36081026100;0,4471
36081026200;0,3693
36081026300;0,3966
36081026400;0,3902
36081026500;0,3613
36081026600;0,4806
36081026700;0,4234
36081026901;0,4046
36081026902;0,421
36081027000;0,4714
36081027100;0,4704
36081027200;0,3454
36081027300;0,3532
36081027400;0,4054
36081027500;0,478
36081027600;0,4467
36081027700;0,4389
36081027800;0,4649
36081027900;0,4456
36081028000;0,3359
36081028100;0,4583
36081028200;0,3611
36081028300;0,3638
36081028400;0,4058
36081028500;0,4937
36081028700;0,4195
36081028800;0,3946
36081028900;0,3763
36081029100;0,464
36081029300;0,4103
36081029400;0,3739
36081029500;0,389
36081029700;0,4572
36081030600;0,435
36081030902;0,421
36081030903;0,4121
36081030904;0,4502
36081031700;0,5265
36081032000;0,3029
36081032700;0,4155
36081032800;0,4576
36081032900;0,421
36081033000;0,3578
36081033401;0,3609
36081033402;0,3772
36081033700;0,4532
36081033900;0,4087
36081034700;0,4746
36081035100;0,4035
36081035200;0,3776
36081035300;0,4437
36081035700;0,4348
36081035800;0,4168
36081036100;0,416
36081036300;0,3652
36081036500;0,3963
36081036600;0,4242
36081036700;0,4017
36081036800;0,3521
36081037100;0,415
36081037300;0,459
36081037500;0,3934
36081037600;0,4046
36081037700;0,3825
36081037900;0,3885
36081038100;0,4029
36081038400;0,3783
36081039400;0,4569
36081039800;0,3816
36081039900;0,3674
36081040000;0,3578
36081040100;0,427
36081040200;0,3727
36081040300;0,4044
36081040400;0,4696
36081040500;0,4002
36081040700;0,3878
36081040900;0,3783
36081041100;0,3604
36081041300;0,3877
36081041400;0,4365
36081041500;0,4132
36081042400;0,4333
36081042700;0,4353
36081043200;0,3529
36081043400;0,3557
36081043701;0,4454
36081043702;0,5184
36081043900;0,46
36081044000;0,4039
36081044301;0,4903
36081044302;0,4347
36081044400;0,4536
36081044601;0,4367
36081044602;0,403
36081044800;0,4272
36081045000;0,4905
36081045200;0,4313
36081045400;0,4804
36081045500;0,3739
36081045600;0,4216
36081045700;0,4662
36081045800;0,4618
36081045900;0,3779
36081046000;0,4276
36081046100;0,3891
36081046200;0,3869
36081046300;0,4755
36081046400;0,4536
36081046500;0,4739
36081046600;0,4748
36081046700;0,419
36081046800;0,4321
36081046900;0,4612
36081047000;0,4406
36081047100;0,4251
36081047200;0,4863
36081047300;0,4426
36081047500;0,4869
36081047600;0,4306
36081047800;0,3918
36081047900;0,4614
36081048000;0,4912
36081048100;0,5132
36081048200;0,4057
36081048300;0,4421
36081048400;0,409
36081048500;0,4285
36081048900;0,4268
36081049200;0,3677
36081049301;0,4856
36081049302;0,4165
36081049500;0,4247
36081049600;0,3368
36081049700;0,4774
36081049900;0,3985
36081050000;0,4439
36081050201;0,3292
36081050202;0,368
36081050400;0,4176
36081050500;0,423
36081050600;0,448
36081050700;0,4131
36081050800;0,3917
36081051000;0,3894
36081051100;0,4337
36081051200;0,4378
36081051300;0,3726
36081051500;0,4078
36081051600;0,4381
36081051700;0,4828
36081051800;0,3566
36081052000;0,3404
36081052100;0,4997
36081052200;0,3882
36081052400;0,4739
36081052500;0,5603
36081052600;0,4434
36081052800;0,5273
36081053000;0,3126
36081053100;0,406
36081053200;0,3748
36081053401;0,3892
36081053500;0,3513
36081053601;0,3633
36081053800;0,3597
36081053900;0,4301
36081054000;0,4566
36081054200;0,3898
36081054500;0,4052
36081054700;0,4233
36081054800;0,4576
36081054900;0,4235
36081055100;0,4282
36081055200;0,4315
36081055300;0,5066
36081055400;0,398
36081055500;0,4006
36081055600;0,3964
36081055700;0,4113
36081055800;0,3316
36081055900;0,4125
36081056000;0,3785
36081056100;0,2831
36081056200;0,3207
36081056400;0,4704
36081056500;0,4109
36081056600;0,4192
36081056700;0,334
36081056800;0,3885
36081057700;0,3856
36081057900;0,3604
36081058000;0,4153
36081058100;0,4844
36081058200;0,326
36081058300;0,4074
36081058500;0,3541
36081058700;0,3692
36081058900;0,4552
36081059000;0,4545
36081059100;0,4313
36081059200;0,3823
36081059300;0,3945
36081059400;0,3336
36081059500;0,4767
36081059600;0,4306
36081059800;0,3542
36081059900;0,4868
36081060000;0,423
36081060100;0,4192
36081060300;0,5039
36081060600;0,3539
36081060701;0,1127
36081060800;0,4576
36081061000;0,4094
36081061200;0,2964
36081061301;0,4093
36081061302;0,2302
36081061400;0,3574
36081061601;0,3531
36081061602;0,3952
36081061800;0,3484
36081061900;0,3685
36081062000;0,2948
36081062100;0,4296
36081062200;0,3669
36081062300;0,3783
36081062500;0,3834
36081062600;0,3865
36081062700;0,3809
36081062900;0,4455
36081063000;0,3635
36081063200;0,3944
36081063301;0,4771
36081063302;0,4733
36081063500;0,4033
36081063700;0,3673
36081063800;0,3068
36081063900;0,4251
36081064101;0,3982
36081064500;0,4378
36081064600;0,3814
36081065000;0,4139
36081065400;0,3775
36081065600;0,4256
36081065702;0,4279
36081065703;0,3731
36081065900;0,4498
36081066000;0,3309
36081066100;0,3868
36081066300;0,4368
36081066400;0,356
36081066501;0,373
36081066701;0,4511
36081066900;0,3673
36081067100;0,4269
36081067700;0,4197
36081067900;0,4571
36081068000;0,3155
36081068200;0,3415
36081068300;0,3911
36081068700;0,4276
36081069000;0,3557
36081069300;0,4626
36081069400;0,3976
36081069500;0,484
36081069701;0,4369
36081069702;0,4652
36081070300;0,4796
36081070700;0,4646
36081070900;0,4546
36081071100;0,446
36081071303;0,3562
36081071304;0,4719
36081071305;0,4255
36081071306;0,4559
36081071701;0,4485
36081071702;0,4702
36081071900;0,517
36081072100;0,4869
36081072300;0,5557
36081072900;0,3916
36081073100;0,3927
36081073700;0,5428
36081073900;0,4346
36081074100;0,4713
36081074300;0,4668
36081074500;0,465
36081074700;0,404
36081074900;0,5006
36081075701;0,4405
36081075702;0,5011
36081076901;0,4673
36081076902;0,5003
36081077300;0,5183
36081077500;0,4896
36081077902;0,4108
36081077903;0,4748
36081077904;0,37
36081077905;0,483
36081077906;0,4305
36081077907;0,525
36081077908;0,3702
36081078800;0,3817
36081079000;0,3973
36081079200;0,3599
36081079701;0,5305
36081079702;0,4566
36081079900;0,4549
36081080301;0,4469
36081080302;0,4313
36081080900;0,4152
36081081400;0,375
36081081800;0,3939
36081083700;0,439
36081083800;0,3915
36081084000;0,4453
36081084500;0,4743
36081084601;0,4035
36081084602;0,4604
36081084900;0,4703
36081085300;0,4893
36081085500;0,4872
36081085700;0,4939
36081085900;0,4643
36081086100;0,4664
36081086300;0,4693
36081086400;0,3823
36081086500;0,5218
36081086900;0,5127
36081087100;0,5156
36081088400;0,4174
36081088901;0,4325
36081089200;0,5127
36081090700;0,3939
36081091601;0,4474
36081091900;0,3986
36081092200;0,4568
36081092500;0,4436
36081092800;0,3655
36081092900;0,4638
36081093401;0,406
36081093402;0,4909
36081093800;0,4283
36081093900;0,3673
36081094201;0,4074
36081094202;0,5195
36081094203;0,4538
36081094500;0,5018
36081094700;0,4412
36081095400;0,4574
36081096400;0,4271
36081097202;0,4589
36081097203;0,4192
36081097204;0,4181
36081097300;0,4305
36081098100;0,401
36081098700;0,4858
36081099100;0,4263
36081099200;0,5348
36081099701;0,4149
36081099703;0,4238
36081099704;0,4321
36081099705;0,4259
36081099801;0,3791
36081099802;0,5399
36081100801;0,4077
36081100802;0,4066
36081101001;0,5396
36081101002;0,5406
36081101700;0,3935
36081102900;0,4161
36081103201;0,503
36081103202;0,4748
36081103300;0,4284
36081103900;0,3403
36081104700;0,4452
36081105900;0,5116
36081107201;0,3574
36081108500;0,4725
36081109300;0,4324
36081109700;0,3428
36081109900;0,4016
36081111300;0,4424
36081112300;0,438
36081112900;0,418
36081113300;0,3563
36081113900;0,4198
36081114100;0,4218
36081114700;0,442
36081115100;0,4448
36081115500;0,4835
36081115700;0,4791
36081115900;0,4112
36081116100;0,4979
36081116300;0,501
36081116700;0,4985
36081117100;0,5073
36081117500;0,4091
36081118100;0,4296
36081118500;0,4893
36081118700;0,4718
36081118900;0,4363
36081119100;0,4424
36081119300;0,4502
36081119500;0,375
36081119900;0,4506
36081120100;0,3996
36081120300;0,4398
36081120500;0,4903
36081120700;0,3902
36081121500;0,4504
36081122300;0,4434
36081122701;0,5191
36081122702;0,5078
36081124100;0,4516
36081124700;0,4442
36081125700;0,5118
36081126500;0,4368
36081126700;0,4251
36081127700;0,42
36081128300;0,4884
36081129102;0,5079
36081129103;0,4456
36081129104;0,4231
36081130100;0,4445
36081133300;0,4139
36081133900;0,3884
36081134100;0,3716
36081134700;0,4098
36081136700;0,4385
36081137700;0,416
36081138501;0,4206
36081139900;0,3966
36081140300;0,4459
36081140901;0,4091
36081140902;0,3654
36081141700;0,3861
36081142900;0,3664
36081143500;0,442
36081144100;0,4233
36081144700;0,3972
36081145101;0,3961
36081145102;0,3931
36081145900;0,4211
36081146300;0,4628
36081146700;0,4194
36081147100;0,4277
36081147900;0,4199
36081148300;0,4739
36081150701;0,4089
36081150702;0,4339
36081152901;0,4302
36081152902;0,3705
36081155101;0,5012
36081155102;0,3372
36081156700;0,516
36081157101;0,387
36081157102;0,4904
36081157901;0,4461
36081157902;0,3319
36081157903;0,4071
36081161700;0,3663
36081162100;0,4178
36085000300;0,4279
36085000600;0,545
36085000700;0,5254
36085000800;0,3792
36085000900;0,4621
36085001100;0,5165
36085001700;0,5827
36085001800;0,272
36085002001;0,3583
36085002002;0,4543
36085002100;0,4752
36085002700;0,4717
36085002900;0,5233
36085003300;0,4362
36085003600;0,4096
36085003900;0,483
36085004000;0,5406
36085004700;0,4467
36085005000;0,4461
36085005900;0,5099
36085006400;0,5112
36085006700;0,4632
36085007000;0,4307
36085007400;0,4046
36085007500;0,4973
36085007700;0,4901
36085008100;0,5341
36085009601;0,4861
36085009602;0,3806
36085009700;0,422
36085010500;0,4808
36085011201;0,3942
36085011202;0,4329
36085011401;0,5445
36085011402;0,4006
36085012100;0,3612
36085012200;0,397
36085012500;0,447
36085012804;0,3786
36085012805;0,4468
36085012806;0,4528
36085013201;0,4387
36085013203;0,4675
36085013204;0,4338
36085013301;0,5371
36085013302;0,5923
36085013400;0,4514
36085013800;0,4354
36085014100;0,3909
36085014604;0,3974
36085014605;0,337
36085014606;0,3574
36085014607;0,397
36085014608;0,3381
36085014700;0,3973
36085015100;0,45
36085015601;0,3873
36085015602;0,3465
36085015603;0,4093
36085016901;0,4613
36085017005;0,3567
36085017007;0,3741
36085017008;0,4269
36085017009;0,4513
36085017010;0,402
36085017011;0,4212
36085017012;0,4179
36085017300;0,5967
36085017600;0,4481
36085017700;0,5736
36085018100;0,5894
36085018701;0,412
36085018702;0,4179
36085018901;0,4753
36085018902;0,4215
36085019700;0,3994
36085019800;0,4439
36085020100;0,4469
36085020700;0,5478
36085020801;0,4449
36085020803;0,3923
36085020804;0,3996
36085021300;0,4228
36085022300;0,4435
36085022600;0,3728
36085023100;0,4308
36085023900;0,4566
36085024401;0,4453
36085024402;0,462
36085024700;0,4636
36085024800;0,4302
36085025100;0,3484
36085027301;0,4612
36085027302;0,3956
36085027702;0,3984
36085027704;0,4326
36085027705;0,4427
36085027706;0,3582
36085027900;0,5056
36085029102;0,4227
36085029103;0,3952
36085029104;0,3987
36085030301;0,3921
36085030302;0,3683
36085031901;0,7501
36085031902;0,5837
36085032300;0,5251
