boro_cd,shape_area,shape_leng,COORD_X,COORD_Y
102.0000000000000000000000000000000,37689206.4005000000000000000000000000000,34130.5951481000010000000000000000000,     -74.001548833517020,      40.729826533606690
204.0000000000000000000000000000000,55533796.1353999970000000000000000000000,31291.3268214999990000000000000000000,     -73.920798917120791,      40.833806314219153
208.0000000000000000000000000000000,92071724.6577000020000000000000000000000,47817.4570298000040000000000000000000,     -73.906297651478667,      40.890503743342514
209.0000000000000000000000000000000,114266060.1190000000000000000000000000000,62239.7030642000030000000000000000000,     -73.861652681937883,      40.824772284024952
401.0000000000000000000000000000000,171493130.7800000000000000000000000000000,90662.2826505999980000000000000000000,     -73.913361881323837,      40.770197065882314
482.0000000000000000000000000000000,24258291.8808999990000000000000000000000,31980.4826103999990000000000000000000,     -73.851990389725657,      40.702531332730885
403.0000000000000000000000000000000,83489754.3272999970000000000000000000000,41655.0783976000020000000000000000000,     -73.876935311292399,      40.758235203630719
407.0000000000000000000000000000000,328288487.2239999800000000000000000000000,145327.7248069999900000000000000000000,     -73.816037087499126,      40.771461108437968
408.0000000000000000000000000000000,207558984.2890000000000000000000000000000,70107.8257527999960000000000000000000,     -73.797354871372576,      40.726171601744632
301.0000000000000000000000000000000,131742345.5810000000000000000000000000000,68957.4460017999950000000000000000000,     -73.947176743389193,      40.716844769672356
103.0000000000000000000000000000000,46879758.5399999990000000000000000000000,30468.3024420000000000000000000000000,     -73.985542574088100,      40.719595514996122
212.0000000000000000000000000000000,154897494.5629999900000000000000000000000,83998.1370727000030000000000000000000,     -73.851497042388161,      40.886298898625618
211.0000000000000000000000000000000,100313674.7520000000000000000000000000000,45740.7506754999990000000000000000000,     -73.852774783250439,      40.856146947222584
595.0000000000000000000000000000000,54735198.6507999970000000000000000000000,110148.0985770000000000000000000000000,     -74.100316602804455,      40.565739555769120
501.0000000000000000000000000000000,377253600.4229999800000000000000000000000,153873.5592760000100000000000000000000,     -74.120503323727633,      40.626642539752218
502.0000000000000000000000000000000,592715736.1590000400000000000000000000000,142410.5883200000100000000000000000000,     -74.141895196719119,      40.593147651858004
318.0000000000000000000000000000000,235457104.3750000000000000000000000000000,189415.5253870000000000000000000000000,     -73.914015775524788,      40.623994374183546
106.0000000000000000000000000000000,38732643.1187999990000000000000000000000,43036.0482550000020000000000000000000,     -73.974573327257346,      40.744657479761720
305.0000000000000000000000000000000,155482235.2739999900000000000000000000000,65113.7515089000010000000000000000000,     -73.879712590647557,      40.668480840399681
410.0000000000000000000000000000000,172094552.7010000100000000000000000000000,105838.8694690000000000000000000000000,     -73.832735620135963,      40.669365261819593
356.0000000000000000000000000000000,130140836.7619999900000000000000000000000,255241.3930600000000000000000000000000,     -73.878985298312827,      40.606590506274344
210.0000000000000000000000000000000,178961379.5410000100000000000000000000000,270678.5183310000000000000000000000000,     -73.821806610372420,      40.838635146842279
228.0000000000000000000000000000000,92324166.5550999940000000000000000000000,118918.1735450000000000000000000000000,     -73.807073211484138,      40.868633775466549
414.0000000000000000000000000000000,196492929.9330000000000000000000000000000,216788.6349690000100000000000000000000,     -73.810444640197431,      40.589134449372331
402.0000000000000000000000000000000,139965950.2890000000000000000000000000000,72092.9350186999950000000000000000000,     -73.923012346132396,      40.740467651195395
484.0000000000000000000000000000000,121329305.0489999900000000000000000000000,244362.6112000000100000000000000000000,     -73.846623472932478,      40.595533626645881
409.0000000000000000000000000000000,107379645.9440000100000000000000000000000,50771.4402768000000000000000000000000,     -73.839062954457077,      40.694836752720761
412.0000000000000000000000000000000,267333268.3829999900000000000000000000000,65928.4111791000030000000000000000000,     -73.778434619876791,      40.691585019569203
