OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,COORD_X,COORD_Y
61,      0.11731080810,      0.00051077209,Crown Heights North,61,Brooklyn, 1001091.014153823500000,  185009.747695003260000
62,      0.08225933598,      0.00015823817,Crown Heights South,62,Brooklyn,  998457.147475046450000,  182119.288574217090000
63,      0.11910072188,      0.00035319091,Cypress Hills,63,Brooklyn, 1018038.508018096000000,  188441.231893819820000
64,      0.18445188474,      0.00105790285,Douglaston,64,Queens, 1056461.169226840400000,  216496.533698070450000
65,      0.04460706837,      0.00008180388,Downtown Brooklyn/MetroTech,65,Brooklyn,  988108.376644725680000,  192606.948347788740000
66,      0.05463345936,      0.00010837886,DUMBO/Vinegar Hill,66,Brooklyn,  988214.545980758500000,  195128.663514044830000
67,      0.09974707816,      0.00039428227,Dyker Heights,67,Brooklyn,  980418.277887647040000,  165020.585399007450000
68,      0.04933737956,      0.00011107338,East Chelsea,68,Manhattan,  984272.778632622100000,  211948.912400081720000
69,      0.07898964505,      0.00019905160,East Concourse/Concourse Village,69,Bronx, 1007764.085658132000000,  242196.037614680160000
70,      0.06384031834,      0.00019545848,East Elmhurst,70,Queens, 1020706.745137329000000,  217413.870581752150000
71,      0.09316945518,      0.00038257259,East Flatbush/Farragut,71,Brooklyn, 1001465.156215522600000,  174013.844300588590000
72,      0.09520206952,      0.00032353246,East Flatbush/Remsen Village,72,Brooklyn, 1005823.703994636300000,  176959.914924769020000
73,      0.08530202091,      0.00029179975,East Flushing,73,Queens, 1037640.237810611300000,  214077.620673446510000
74,      0.11029093625,      0.00029503842,East Harlem North,74,Manhattan, 1001596.482201878600000,  231170.723135633510000
75,      0.08766389977,      0.00024056393,East Harlem South,75,Manhattan,  999272.111383165120000,  227103.759624549800000
76,      0.24120301627,      0.00126660143,East New York,76,Brooklyn, 1018425.395770319000000,  180096.554282653260000
77,      0.07546108144,      0.00019191798,East New York/Pennsylvania Avenue,77,Brooklyn, 1013278.128652601200000,  182139.047294575690000
78,      0.09359444958,      0.00019111442,East Tremont,78,Bronx, 1015923.650931394800000,  247139.970245855220000
79,      0.04262491131,      0.00010789307,East Village,79,Manhattan,  988147.657990997660000,  204368.501875322200000
80,      0.11721262145,      0.00040732246,East Williamsburg,80,Brooklyn, 1001771.884298499800000,  199911.286344646160000
81,      0.19759277173,      0.00039956655,Eastchester,81,Bronx, 1029422.420137865500000,  260268.376469536340000
82,      0.11987564970,      0.00032360108,Elmhurst,82,Queens, 1018302.534288022000000,  208718.589250158140000
83,      0.10598493327,      0.00021746372,Elmhurst/Maspeth,83,Queens, 1014131.047957721600000,  208286.312745663890000
84,      0.23362398703,      0.00207375572,Eltingville/Annadale/Prince's Bay,84,Staten Island,  932076.450193030410000,  131946.886583360380000
85,      0.05747514736,      0.00014363780,Erasmus,85,Brooklyn,  997674.781284420050000,  174677.623596588850000
